idViaje,horaSalida,idParada,seqParada
0587112024-03-19,8:03:00,03208,4
0586322024-03-19,18:03:00,03208,4
0586312024-03-19,18:03:00,03208,7
0581712024-05-07,13:04:00,03208,7
0581712024-04-08,13:04:00,03208,7
0581712024-03-19,13:04:00,03208,7
0579142024-09-02,21:35:00,03208,3
0579142024-04-02,21:35:00,03208,3
0579142024-03-29,21:35:00,03208,3
0579132024-12-05,21:35:00,03208,2
0579132024-11-02,21:35:00,03208,2
0579132024-10-31,21:35:00,03208,2
0579132024-09-02,21:35:00,03208,2
0579132024-06-07,21:35:00,03208,2
0579132024-05-04,21:35:00,03208,2
0579132024-04-30,21:35:00,03208,2
0579132024-04-02,21:35:00,03208,2
0579132024-03-29,21:35:00,03208,2
0579132024-03-22,21:35:00,03208,2
0579112024-12-05,21:35:00,03208,5
0579112024-11-02,21:35:00,03208,5
0579112024-10-31,21:35:00,03208,5
0579112024-09-02,21:35:00,03208,5
0579112024-06-07,21:35:00,03208,5
0579112024-05-04,21:35:00,03208,5
0579112024-04-30,21:35:00,03208,5
0579112024-04-02,21:35:00,03208,5
0579112024-03-29,21:35:00,03208,5
0579112024-03-22,21:35:00,03208,5
0574222024-03-19,15:26:00,03208,2
0574212024-03-19,15:26:00,03208,2
0566812024-03-19,7:20:00,03208,2
0538212024-03-19,20:06:00,03208,4
0531222024-03-19,13:06:00,03208,3
0531212024-03-19,13:06:00,03208,5
0527312024-03-19,8:48:00,03208,3
0521712024-03-19,22:34:00,03208,4
0521512024-04-02,22:14:00,03208,3
0521512024-03-19,22:10:00,03208,3
0521022024-05-15,22:06:00,03208,2
0521022024-05-12,22:06:00,03208,2
0521022024-05-11,22:06:00,03208,2
0521022024-05-07,22:06:00,03208,2
0521022024-05-05,22:06:00,03208,6
0521022024-05-04,22:06:00,03208,6
0521022024-04-28,22:06:00,03208,6
0521022024-04-27,22:06:00,03208,6
0521022024-04-08,22:06:00,03208,6
0521022024-04-02,22:06:00,03208,2
0521022024-03-19,22:06:00,03208,2
0521012024-05-15,22:06:00,03208,2
0521012024-05-12,22:06:00,03208,2
0521012024-05-11,22:06:00,03208,2
0521012024-05-07,22:06:00,03208,2
0521012024-05-05,22:06:00,03208,6
0521012024-05-04,22:06:00,03208,6
0521012024-04-28,22:06:00,03208,6
0521012024-04-27,22:06:00,03208,6
0521012024-04-08,22:06:00,03208,6
0521012024-04-02,22:06:00,03208,2
0521012024-03-19,22:06:00,03208,2
0519212024-03-19,21:06:00,03208,2
0518412024-05-15,19:35:00,03208,2
0518412024-04-02,19:35:00,03208,2
0518412024-03-19,19:35:00,03208,2
0518322024-03-19,19:06:00,03208,3
0518312024-03-19,19:06:00,03208,3
0518122024-04-02,19:34:00,03208,2
0518122024-03-19,19:35:00,03208,2
0518112024-04-02,19:34:00,03208,3
0518112024-03-19,19:35:00,03208,3
0517812024-05-07,18:06:00,03208,2
0517812024-04-08,18:06:00,03208,3
0517812024-03-19,18:06:00,03208,2
0516212024-03-19,17:06:00,03208,2
0515512024-04-02,16:34:00,03208,3
0515512024-03-19,16:35:00,03208,3
0515012024-04-02,16:36:00,03208,2
0515012024-03-19,16:36:00,03208,2
0514312024-03-19,16:04:00,03208,4
0514022024-04-02,15:35:00,03208,2
0514022024-03-19,15:35:00,03208,2
0514012024-04-02,15:35:00,03208,2
0514012024-03-19,15:35:00,03208,2
0513112024-04-02,14:34:00,03208,3
0513112024-03-19,14:34:00,03208,3
0512412024-04-02,13:35:00,03208,2
0512412024-03-19,13:35:00,03208,2
0512112024-04-02,13:35:00,03208,2
0512112024-03-19,13:35:00,03208,2
0510122024-05-07,11:35:00,03208,2
0510122024-04-08,11:35:00,03208,2
0510122024-04-02,11:35:00,03208,2
0510122024-03-19,11:35:00,03208,2
0510112024-05-07,11:35:00,03208,3
0510112024-04-08,11:35:00,03208,3
0510112024-04-02,11:35:00,03208,3
0510112024-03-19,11:35:00,03208,3
0510022024-04-02,11:36:00,03208,2
0510022024-03-19,11:36:00,03208,2
0510012024-04-02,11:36:00,03208,2
0510012024-03-19,11:36:00,03208,2
0509512024-04-02,10:35:00,03208,3
0509512024-03-19,10:35:00,03208,3
0509232024-03-19,10:06:00,03208,2
0509222024-03-19,10:06:00,03208,2
0509212024-03-19,10:06:00,03208,5
0508312024-03-19,10:03:00,03208,4
0507212024-12-07,8:06:00,03208,2
0507212024-11-02,8:06:00,03208,2
0507212024-08-16,8:06:00,03208,2
0507212024-05-03,8:06:00,03208,2
0507212024-03-30,8:06:00,03208,2
0507212024-03-19,8:06:00,03208,2
0507012024-11-02,8:36:00,03208,2
0507012024-08-16,8:36:00,03208,2
0507012024-05-03,8:36:00,03208,2
0507012024-04-02,8:36:00,03208,2
0507012024-03-30,8:36:00,03208,2
0507012024-03-19,8:36:00,03208,2
0506412024-05-13,7:35:00,03208,2
0506412024-05-12,7:55:00,03208,2
0506412024-05-06,7:35:00,03208,2
0506412024-05-05,7:55:00,03208,2
0506412024-04-29,7:35:00,03208,2
0506412024-04-28,7:55:00,03208,2
0506412024-04-02,7:35:00,03208,2
0506412024-03-19,7:35:00,03208,2
0506312024-11-02,7:19:00,03208,4
0506312024-08-16,7:19:00,03208,4
0506312024-05-03,7:19:00,03208,4
0506312024-03-30,7:19:00,03208,4
0506312024-03-19,7:19:00,03208,4
0506122024-11-02,7:35:00,03208,2
0506122024-08-16,7:35:00,03208,2
0506122024-05-03,7:35:00,03208,2
0506122024-04-02,7:35:00,03208,2
0506122024-03-30,7:35:00,03208,2
0506122024-03-19,7:35:00,03208,2
0506112024-11-02,7:35:00,03208,3
0506112024-08-16,7:35:00,03208,3
0506112024-05-03,7:35:00,03208,3
0506112024-04-02,7:35:00,03208,3
0506112024-03-30,7:35:00,03208,3
0506112024-03-19,7:35:00,03208,3
0418112024-04-01,17:01:00,03208,4
0418112024-03-19,17:01:00,03208,4
0414312024-03-19,12:03:00,03208,4
0414032024-04-08,20:58:00,03208,3
0414032024-04-01,20:58:00,03208,3
0414032024-03-19,20:58:00,03208,3
0414012024-04-08,20:58:00,03208,9
0414012024-04-01,20:58:00,03208,9
0414012024-03-19,20:58:00,03208,9
0411142024-03-19,13:14:00,03208,9
0411132024-04-02,13:14:00,03208,5
0411132024-04-01,13:14:00,03208,5
0411132024-03-19,13:14:00,03208,5
0411122024-03-19,13:14:00,03208,9
0411112024-04-02,13:14:00,03208,5
0411112024-04-01,13:14:00,03208,5
0411112024-03-19,13:14:00,03208,5
0411042024-03-22,16:27:00,03208,6
0411032024-03-22,16:27:00,03208,10
0411022024-04-02,16:27:00,03208,6
0411022024-04-01,16:27:00,03208,6
0411022024-03-30,16:27:00,03208,6
0411022024-03-29,16:27:00,03208,6
0411022024-03-19,16:27:00,03208,6
0411012024-04-02,16:27:00,03208,10
0411012024-04-01,16:27:00,03208,10
0411012024-03-30,16:27:00,03208,10
0411012024-03-29,16:27:00,03208,10
0411012024-03-19,16:27:00,03208,10
0407222024-03-19,12:58:00,03208,4
0407212024-03-19,12:58:00,03208,9
0398212024-04-08,10:11:00,03208,2
0398212024-04-02,10:11:00,03208,2
0398212024-03-19,10:08:00,03208,2
0398112024-05-12,20:31:00,03208,5
0398112024-05-11,20:17:00,03208,5
0398112024-05-05,20:31:00,03208,5
0398112024-05-04,20:17:00,03208,5
0398112024-04-28,20:31:00,03208,5
0398112024-04-27,20:17:00,03208,5
0398112024-04-08,20:31:00,03208,5
0398112024-04-02,20:31:00,03208,5
0398112024-03-19,20:31:00,03213,5
3495112024-04-02,15:34:00,03213,2
3495112024-03-19,15:34:00,03213,2
3489012024-04-02,11:22:00,03213,1
3489012024-03-19,11:22:00,03213,1
3481012024-12-07,14:03:00,03213,1
3481012024-12-05,14:03:00,03213,1
3481012024-11-02,14:03:00,03213,1
3481012024-10-31,14:03:00,03213,1
3481012024-09-02,14:03:00,03213,1
3481012024-06-07,14:03:00,03213,1
3481012024-05-04,14:03:00,03213,1
3481012024-04-30,14:03:00,03213,1
3481012024-03-29,14:03:00,03213,1
3481012024-03-22,14:03:00,03213,1
3430112024-04-02,10:57:00,03213,2
3430112024-03-19,10:57:00,03213,2
3421012024-04-02,22:41:00,03213,1
3421012024-03-19,22:41:00,03213,1
3420112024-12-07,20:48:00,03213,2
3420112024-12-05,20:48:00,03213,2
3420112024-11-02,20:48:00,03213,2
3420112024-10-31,20:48:00,03213,2
3420112024-09-02,20:48:00,03213,2
3420112024-06-07,20:48:00,03213,2
3420112024-05-04,20:48:00,03213,2
3420112024-04-30,20:48:00,03213,2
3420112024-04-02,20:48:00,03213,2
3420112024-03-29,20:48:00,03213,2
3420112024-03-22,20:48:00,03213,2
3418112024-04-02,18:56:00,03213,2
3418112024-03-19,18:57:00,03213,2
3414012024-04-02,16:10:00,03213,1
3414012024-03-19,16:10:00,03213,1
3410012024-04-02,12:11:00,03213,1
3410012024-03-19,12:11:00,03213,1
3406112024-11-02,6:57:00,03213,2
3406112024-08-16,6:57:00,03213,2
3406112024-05-03,6:57:00,03213,2
3406112024-04-02,6:57:00,03213,2
3406112024-03-30,6:57:00,03213,2
3406112024-03-19,6:57:00,03213,2
0599012024-05-12,21:18:00,03213,3
0599012024-05-11,21:18:00,03213,3
0599012024-05-05,21:18:00,03213,3
0599012024-05-04,21:18:00,03213,3
0599012024-04-28,21:18:00,03213,3
0599012024-04-08,21:18:00,03213,3
0599012024-04-02,21:18:00,03213,3
0599012024-03-19,21:18:00,03213,3
0595122024-05-12,15:36:00,03213,1
0595122024-05-05,15:36:00,03213,1
0595122024-04-08,15:36:00,03213,1
0595122024-04-02,15:36:00,03213,1
0595122024-03-19,15:36:00,03213,1
0595112024-05-12,15:36:00,03213,3
0595112024-05-05,15:36:00,03213,3
0595112024-04-08,15:36:00,03213,3
0595112024-04-02,15:36:00,03213,3
0595112024-03-19,15:36:00,03213,3
0591042024-09-02,14:03:00,03213,3
0591042024-03-29,14:03:00,03213,3
0591022024-12-07,14:02:00,03213,3
0591022024-12-05,14:02:00,03213,3
0591022024-11-02,14:02:00,03213,3
0591022024-10-31,14:02:00,03213,3
0591022024-09-02,14:02:00,03213,3
0591022024-06-07,14:02:00,03213,3
0591022024-05-04,14:02:00,03213,3
0591022024-04-30,14:02:00,03213,3
0591022024-03-29,14:02:00,03213,3
0591022024-03-22,14:02:00,03213,3
0591012024-12-05,14:03:00,03213,3
0591012024-11-02,14:03:00,03213,3
0591012024-10-31,14:03:00,03213,3
0591012024-09-02,14:03:00,03213,3
0591012024-06-07,14:03:00,03213,3
0591012024-05-04,14:03:00,03213,3
0591012024-04-30,14:03:00,03213,3
0591012024-03-29,14:03:00,03213,3
0591012024-03-22,14:03:00,03213,3
0589022024-05-12,11:20:00,03213,3
0589022024-05-05,11:20:00,03213,3
0589022024-04-08,11:20:00,03213,3
0589022024-04-02,11:20:00,03213,3
0589022024-03-19,11:20:00,03213,3
0589012024-05-12,11:22:00,03213,3
0589012024-05-05,11:22:00,03213,3
0589012024-04-08,11:22:00,03213,3
0589012024-04-02,11:22:00,03213,3
0589012024-03-19,11:22:00,03213,3
0587112024-05-13,7:25:00,03213,3
0587112024-05-12,7:25:00,03213,3
0587112024-05-06,7:25:00,03213,3
0587112024-05-05,7:25:00,03213,3
0587112024-04-29,7:25:00,03213,3
0587112024-04-08,7:25:00,03213,3
0587112024-04-02,7:25:00,03213,3
0587112024-03-19,7:26:00,03213,3
0579142024-09-02,20:50:00,03213,2
0579142024-04-02,20:50:00,03213,2
0579142024-03-29,20:50:00,03213,2
0579132024-12-05,20:50:00,03213,1
0579132024-11-02,20:50:00,03213,1
0579132024-10-31,20:50:00,03213,1
0579132024-09-02,20:50:00,03213,1
0579132024-06-07,20:50:00,03213,1
0579132024-05-04,20:50:00,03213,1
0579132024-04-30,20:50:00,03213,1
0579132024-04-02,20:50:00,03213,1
0579132024-03-29,20:50:00,03213,1
0579132024-03-22,20:50:00,03213,1
0579112024-12-05,20:50:00,03213,4
0579112024-11-02,20:50:00,03213,4
0579112024-10-31,20:50:00,03213,4
0579112024-09-02,20:50:00,03213,4
0579112024-06-07,20:50:00,03213,4
0579112024-05-04,20:50:00,03213,4
0579112024-04-30,20:50:00,03213,4
0579112024-04-02,20:50:00,03213,4
0579112024-03-29,20:50:00,03213,4
0579112024-03-22,20:50:00,03213,4
0521512024-04-02,21:38:00,03213,2
0521512024-03-19,21:34:00,03213,2
0521022024-05-15,22:39:00,03213,3
0521022024-05-12,22:39:00,03213,3
0521022024-05-11,22:39:00,03213,3
0521022024-05-07,22:39:00,03213,3
0521022024-05-05,22:38:00,03213,7
